candidate_id,years_experience,current_title,skills,education_level,university,previous_companies,certifications,english_proficiency,expected_salary,candidate_location,willing_to_relocate,profile_completeness,account_created_date
21833,1.0,Senior Full Stack Developer,Docker|Webpack|CSS|SASS|Communication|Go|Scikit-learn|Kubernetes|Vue,PhD,Online University X,,,C2,51799.827501845066,Manchester,Yes,75,2021-09-27
21834,2.0,Senior DevOps Engineer,Python|Tailwind|RabbitMQ|Django|PySpark,Master,,Generic Tech Co 59|Generic Tech Co 92,,,54266.2702904507,Remote,,65,2021-02-01
21835,6.0,Director of Engineering,Angular|Java|Tailwind,Bachelor,Generic State University 32,Generic Tech Co 14|Generic Tech Co 90|Generic Tech Co 87|Generic Tech Co 65,,C2,110312.75661481802,Tokyo,No,91,2022-07-27
21836,4.0,Jr. Backend Developer,REST API|Terraform|Python|JavaScript|PyTorch|Power BI|Docker|Angular|TypeScript|Redis|Vue|Scikit-learn,Bachelor,Online University P,,,A2,89676.20271782106,Toronto,No,78,2020-12-21
21837,,Jr. Software Engineer,Redux|TensorFlow|JavaScript|Azure|Docker|Prometheus|CSS|SASS|Spark|PySpark,Master,,,,,84002.17461872716,Munich,Yes,41,2020-11-04
21838,3.0,ML Engineer,CICD|Azure|Docker|GCP|Java|Redis|GitLab-CI|NumPy|AWS,PhD,MIT,Generic Tech Co 32|Generic Tech Co 25|Generic Tech Co 12|Generic Tech Co 36|Generic Tech Co 62,,Upper-Intermediate,72500.73574177339,Isfahan,No,82,2022-08-17
21839,2.0,Senior Full Stack Developer,React|Node.js|Flask|Webpack|PostgreSQL|Spring|Go,PhD,Generic State University 34,Generic Tech Co 33|Generic Tech Co 80|Generic Tech Co 32,,,94889.59515397028,Remote  ,No,77,2022-07-23
21840,3.0,CTO ,Python|Webpack|PostgreSQL|Ansible|SASS|Scikit-learn|Kubernetes,Bachelor,,Generic Tech Co 47|Generic Tech Co 42|Generic Tech Co 40|Generic Tech Co 17,,B1,58163.19002898531,Vancouver,,75,2021-01-07
21841,2.0,Junior Data Analyst,Redux|PyTorch|GraphQL|Node.js|Django|LightGBM,Master,Generic State University 80,Generic Tech Co 26|Google|Generic Tech Co 59,,B2,54454.09686210628,Munich,No,88,2023-10-31
21842,5.0,Senior Frontend Developer,Python|Tableau|Docker|Webpack|Go|R,Master,,Generic Tech Co 67|Generic Tech Co 74|Generic Tech Co 75|Generic Tech Co 88,,B2,77084.25661869446,London,Yes,78,2021-11-20
21843,15.0,Junior Backend Developer,Python|YAML|PostgreSQL|Vue|NumPy,Bachelor,Generic State University 52,Generic Tech Co 56,CFA|AWS-DOP|PMP,A1,157427.95324933372,Munich,No,100,2021-01-11
21844,10.0,Solutions Architect (Senior),TensorFlow|TypeScript|CICD|AWS,High School,Generic State University 18,Generic Tech Co 93|Generic Tech Co 80|Generic Tech Co 87,AWS-SAP|Kubernetes-CKA|AWS-DevOps,C1,120489.61010025081,Berlin,,99,2023-12-24
21845,7.0,Senior Software Engineer,Airflow|PyTorch|Spark|Next.js,Bachelor,Online University Q,Generic Tech Co 17,,C2,113071.43452502745,Austin,No,93,2022-09-08
21846,5.0,Senior Data Scientist,TensorFlow|Python|PyTorch|Flask|CSS|Pandas|Testing,Bachelor,Generic State University 45,,,B1,80667.45655524533,Boston,Yes,74,2023-03-29
21847,,Senior Backend Developer,XGBoost|JavaScript|Webpack|HTML,Bachelor,,Generic Tech Co 29|Generic Tech Co 61|Generic Tech Co 89|Generic Tech Co 63|Generic Tech Co 78|Generic Tech Co 43,,A1,114435.32726098246,Istanbul,,62,2020-03-19
21848,6.0,Data Scientist,Git|Terraform|Vue|Next.js,Master,Online University K,,,C2,93250.57592910145,Tokyo,No,71,2020-09-22
21849,2.0,Junior Data Analyst,Git|React|Next.js|RabbitMQ|Docker|Spring,Master,Online University A,Stripe|Generic Tech Co 17|Generic Tech Co 95,,C1,81040.4157264118,Sydney,Yes,86,2023-08-23
21850,2.0,Tech Lead,Redux|Next.js|Flask|GCP|Problem-Solving|NumPy|HTML|AWS,High School,Online University Z,,CISSP,B2,101923.80576067668,London,Yes,88,2022-01-09
21851,2.0,Junior Frontend Developer,React|JavaScript|Tailwind|Node.js|XGBoost|SASS|Spring|NumPy|SQL,Master,,Generic Tech Co 67|Generic Tech Co 61|Apple|Generic Tech Co 20|Generic Tech Co 85|Generic Tech Co 54,AWS-DOP|CISSP,B1,66911.44038902862,Istanbul,No,89,2022-03-08
21852,6.0,Senior Software Engineer,Svelte|Angular|Airflow|CSS,PhD,Generic State University 73,,,C2,72114.45148883788,Boston,No,70,2020-01-11
21853,5.0,Lead Architect,Go|Spring|HTML|Next.js,PhD,Generic State University 87,,AWS-DevOps,B2,73284.2684976588,Hamburg,,87,2021-12-19
21854,9.0,Junior Web Developer,Python|Scrum|Webpack|Docker|Ansible|Scikit-learn,Bachelor,Online University A,,,C2,107438.29883133908,Boston,No,71,2021-08-11
21855,3.0,Junior Data Analyst,Python|Kafka|FastAPI|RabbitMQ|R|Ansible|TypeScript|Testing|PySpark,Master,Generic State University 93,Generic Tech Co 100|Generic Tech Co 92,GCP-ACE|AWS-SAP,Advanced,74313.87513839571,Singapore,Yes,100,2023-07-01
21856,4.0,Solutions Architect,TensorFlow|Webpack|Ansible|CSS|Spark|LightGBM,High School,Generic State University 70,SpaceX|Generic Tech Co 94|Generic Tech Co 39|Generic Tech Co 36,,C1,88494.0487569665,Tokyo,No,86,2022-10-08
21857,7.0,CTO,Agile|Angular|Spring|Scikit-learn|Linux,Master,Online University Y,Generic Tech Co 16|Generic Tech Co 22|Generic Tech Co 81|Generic Tech Co 78,CEH|Terraform-Associate|Kubernetes-CKA|Docker-Certified,B1,101829.04496671796,Manchester,,100,2022-01-29
21858,9.0,Full Stack Developer,Redux|GitLab-CI|CICD|Azure|Next.js|XGBoost|Communication|TypeScript|Scikit-learn|AWS,Master,Stanford University,Generic Tech Co 84|Generic Tech Co 45|Meta|Generic Tech Co 40|Generic Tech Co 95,,B1,99658.8345889803,Madrid,No,88,2020-11-10
21859,5.0,Tech Lead,CSS|Angular|SASS|Java|Problem-Solving,High School,Generic State University 19,,GCP-PCA|Agile-Certified|CEH|AWS-DOP,Advanced,87704.08830951995,Amsterdam,No,87,2021-10-21
21860,2.0,VP Engineering,React|Git|JSON|Azure|Grafana|Airflow|RabbitMQ|R|Kubernetes,Bachelor,Generic State University 17,,Azure-AZ900,B2,74823.45385570929,Singapore,Yes,88,2021-08-03
21861,3.0,Senior Frontend Developer,TensorFlow|React|REST API|Python|Tailwind|MongoDB|Docker|Ansible|Svelte|LightGBM|PySpark|Kubernetes,Master,Online University Q,,,Advanced,72219.2423991339,Karaj,No,75,2020-04-27
21862,14.0,Database Administrator,Python|Next.js|Power BI|dbt|Angular|Redis|NumPy|Testing|Kubernetes|AWS,PhD,Online University I,Generic Tech Co 20|Generic Tech Co 31|Generic Tech Co 74|Generic Tech Co 11|Generic Tech Co 70,,Beginner,173175.80000520748,Qom,No,84,2021-07-03
21863,5.0,Principal Engineer,Redux|Azure|Tableau|FastAPI|Flask|Ansible|SASS|Java|R,Bachelor,Generic State University 39,,,C2,102594.08608889292,New York,Yes,79,2022-05-02
21864,15.0,Engineering Manager,JavaScript|Terraform|REST API|Tableau|Tailwind|Prometheus|Communication|MySQL|Spring|Spark|Kubernetes,Bachelor,,,PMP|GCP-PCA|Azure-AZ104|Azure-AZ305,A2,151758.7769846901,munich,Yes,72,2023-09-30
21865,9.0,Senior Frontend Developer,JSON|JavaScript|Terraform|CICD|Airflow|FastAPI|dbt|Pandas|NumPy,Bachelor,Generic State University 85,Generic Tech Co 86|Generic Tech Co 7|Microsoft|Generic Tech Co 31,Docker-Certified|AWS-DevOps,,129375.64378715906,Madrid,No,86,2023-10-28
21866,5.0,Software Developer Intern,JavaScript|Kafka|Tableau|R|Prometheus|Jenkins|MySQL|YAML|Linux|PySpark|Kubernetes,Bachelor,Generic State University 53,Generic Tech Co 15|Generic Tech Co 63|Generic Tech Co 98|Generic Tech Co 10|Generic Tech Co 81|Generic Tech Co 62,Agile-Certified|AWS-CSA,B1,96424.98354154523,Berlin,Yes,100,2021-08-29
21867,1.0,Junior Backend Developer,Python|JavaScript|Node.js|XGBoost|Angular|Linux,Master,University College London,Generic Tech Co 82,Kubernetes-CKA|AWS-SAP,C1,51428.67763541847,Manchester,No,100,2021-01-29
21868,,Software Engineer  ,Tableau|Angular|Pandas|Vue|Problem-Solving|YAML|SQL,Master,Generic State University 22,Generic Tech Co 27|Generic Tech Co 90|Generic Tech Co 91|Generic Tech Co 21,PMP|CEH|Docker-Certified,A1,102218.21376516594,Tokyo,,91,2023-03-31
21869,7.0,VP Engineering,React|Python|FastAPI|Node.js|Power BI|Flask|Spring|MySQL|NumPy|HTML,Bachelor,,Digikala|Generic Tech Co 96|Generic Tech Co 45|Generic Tech Co 1|Generic Tech Co 98,,C1,103430.0024092218,Tabriz,No,75,2020-06-21
21870,,Junior Data Analyst,TensorFlow|Terraform|Node.js|GraphQL|Angular|Pandas|MySQL|Go|Scikit-learn|Kubernetes,BSc,,Generic Tech Co 64|Generic Tech Co 73|Stripe|Generic Tech Co 39|Generic Tech Co 88|Generic Tech Co 83,GCP-ACE|Kubernetes-CKA|CFA|AWS-DevOps,,96712.87434697832,boston,No,62,2021-11-06
21871,4.0,Junior Data Analyst,React|Git|Azure|GraphQL|Docker|XGBoost|Communication|TypeScript|Nginx|Testing,Bachelor,Generic State University 49,Generic Tech Co 70|Generic Tech Co 5|Generic Tech Co 95|Generic Tech Co 69,,A1,80738.8131430799,Karaj,Yes,92,2023-12-18
21872,4.0,Junior Backend Developer,Angular|YAML|R|dbt,Bachelor,Generic State University 5,Snapp|Generic Tech Co 87|Generic Tech Co 41|Generic Tech Co 55|Generic Tech Co 14|Generic Tech Co 13,Kubernetes-CKA|HIPAA|PCI-DSS,A2,102738.80714875899,Mashhad,No,100,2022-03-02
21873,5.0,Software Developer Intern,Problem-Solving|Webpack|Airflow|TypeScript,Bachelor,Generic State University 14,,,Upper-Intermediate,107747.80000929176,Sydney,No,78,2023-04-18
21874,10.0,Database Administrator,Node.js|Express|Docker|Pandas|Spring|R|Kubernetes,Master,Generic State University 25,Generic Tech Co 7|Generic Tech Co 42|Generic Tech Co 20|Generic Tech Co 65,,B2,125922.66089040328,Munich,No,89,2023-06-24
21875,8.0,CTO,Python|Azure|Scrum|FastAPI|PyTorch|Docker|SASS|Nginx|Kubernetes,PhD,Generic State University 4,,GCP-ACE|Kubernetes-CKA|Agile-Certified|AWS-DevOps,C2,104603.1330141165,Manchester,Yes,87,2022-11-11
21876,3.0,Head of Data,Python|Express|Nginx|Grafana,Master,,Digikala|Generic Tech Co 89|Shopify|Generic Tech Co 84|Generic Tech Co 52|Generic Tech Co 74,,C1,76354.12471012765,Munich,,75,2023-06-24
21877,4.0,Junior Frontend Developer,Python|Webpack|Airflow|JavaScript,Master,Generic State University 55,Generic Tech Co 51|Generic Tech Co 83,CFA|Agile-Certified|AWS-DOP|Scrum-Master,A2,83134.1698110539,Isfahan,Yes,100,2022-12-11
21878,2.0,Lead Architect,Git|TensorFlow|JSON|Webpack|Prometheus|HTML|Redis|NumPy|Kubernetes,Bachelor,Generic State University 94,Generic Tech Co 55|Generic Tech Co 20,,A2,71990.58999589011,Munich,No,88,2021-03-17
21879,9.0,Systems Engineer,Grafana|PyTorch|MongoDB|Jenkins|Angular|Django|Spark|Go|GitLab-CI,Bachelor,,Generic Tech Co 84|Snapp,,A1,116205.51153947767,Shiraz,No,77,2020-07-28
21880,1.0,Data Analyst,Git|Airflow|FastAPI|Docker|Svelte|Pandas|Spark|MySQL|R|AWS,Master,Generic State University 65,Generic Tech Co 67|Generic Tech Co 30|Generic Tech Co 7|Generic Tech Co 92|Generic Tech Co 44,,,105171.14543413154,Tehran,,75,2022-01-11
21881,,Senior Full Stack Developer,React|Azure|Airflow|Scrum|Power BI|PostgreSQL|TypeScript|Vue,Master,,Generic Tech Co 67|Generic Tech Co 2|Generic Tech Co 91,Kubernetes-CKAD|Agile-Certified|Terraform-Associate,A2,68886.5218725526,Shiraz,,76,2023-12-17
21882,0.0,Senior ML Engineer,TensorFlow|React|Terraform|Grafana|GCP|Kubernetes|Linux|Spark|LightGBM|SQL|AWS,Bachelor,Generic State University 34,Generic Tech Co 61,,C1,83960.29342426627,Mashhad,No,90,2024-02-09
21883,17.0,Senior Data Scientist,Scrum|Express|Power BI|Flask|Webpack|dbt|Docker|Go|Linux,Bachelor,,Generic Tech Co 34,,A1,167974.14132465242,New York,No,75,2021-11-15
21884,3.0,Software Developer Intern,Python|Azure|PyTorch|Next.js|Express|Flask|Linux|XGBoost|SASS|Vue|YAML|SQL,Bachelor,,,,C1,105429.37773559155,Austin,Yes,62,2021-06-17
21885,,Tech Lead,TensorFlow|Git|CICD|PyTorch|Tailwind|GraphQL|Jenkins|MySQL|Go|NumPy|Linux|HTML,Master,Sorbonne University,Generic Tech Co 60|Generic Tech Co 3,,,92089.83194572473,San Francisco,No,63,2020-03-08
21886,1.0,Junior Web Developer,Python|Scrum|Express|Webpack|Jenkins|Kubernetes|Angular|Pandas|TypeScript|Linux|HTML,Master,Amirkabir University of Technology,,,Beginner,67140.87980310456,Manchester,Yes,68,2021-04-27
21887,3.0,DevOps Engineer,Git|Python|CICD|Tailwind|PyTorch|Ansible|Angular|Vue,Bachelor,Online University V,Generic Tech Co 2|Generic Tech Co 20|Generic Tech Co 3,CFA|AWS-DOP|CISSP,Beginner,45413.00728349986,San Francisco,,98,2020-07-30
21888,20.0,Principal Engineer,Python|Agile|Node.js|Flask|Docker|SASS|Django|Kubernetes,PhD,Generic State University 69,,,C2,205980.0468857218,London,No,76,2022-08-19
21889,4.0,CTO,TensorFlow|Azure|Tableau|Scrum|CSS|Svelte|SASS|Vue,HS,Generic State University 88,,PMP|AWS-DevOps,A1,84948.17594850343,Singapore,No,88,2023-07-23
21890,7.0,Junior Full Stack Developer,Redux|Agile|CICD|C#|Airflow|Node.js|dbt|CSS|Django|Scikit-learn,Bachelor,Generic State University 19,,,C1,93973.12292452823,Tehran,No,75,2022-05-04
21891,6.0,Solutions Architect,Express|Prometheus|Django|Scikit-learn|PySpark,Master,Online University S,Generic Tech Co 67|Generic Tech Co 49|Generic Tech Co 42|Generic Tech Co 64,,C2,113282.11878892897,Boston,No,88,2022-08-31
21892,6.0,Solutions Architect (Senior),Grafana|Tableau|Node.js|Airflow|Power BI|CSS|TypeScript|HTML,Bachelor,,Generic Tech Co 9|Virgool,GCP-ACE|CEH|CFA|Azure-AZ900,B2,112425.1803411323,Singapore,No,88,2024-01-06
21893,6.0,Junior DevOps Engineer,React|Next.js|GraphQL|GCP|CSS|Spark|TypeScript|NumPy|R,Bachelor,Generic State University 27,,,B1,99064.76197272165,Austin,Yes,73,2023-07-12
21894,11.0,Senior Full Stack Developer,Nginx|Agile|Ansible|Terraform,MSc,Generic State University 86,Stripe|Generic Tech Co 45|Shopify|Virgool,,Fluent,121068.219100264,Vancouver,Yes,88,2022-03-07
21895,4.0,Junior Data Analyst,JSON|Go|MySQL|Spring|Vue,Master,,Generic Tech Co 30|Generic Tech Co 4|Generic Tech Co 62|Generic Tech Co 75,,B2,84951.08846367308,Shiraz,No,73,2022-10-06
21896,6.0,Senior ML Engineer,Azure|Tableau|CSS|XGBoost|Nginx|HTML,M.A.,Generic State University 4,,Terraform-Associate|Docker-Certified,Upper-Intermediate,91791.55895820538,Munich,No,88,2022-04-07
21897,8.0,Software Developer Intern  ,Scrum|FastAPI|GraphQL|Tableau|Docker|Communication|TypeScript|GitLab-CI|NumPy,Master,Online University E,Generic Tech Co 73,HIPAA,A1,110493.70037440286,Singapore,No,100,2020-08-27
21898,9.0,Software Engineer,Redux|Power BI|Svelte|Django|NumPy,Master,Generic State University 86,,,B2,165085.5576117401,Tokyo,Yes,71,2022-09-26
21899,6.0,Junior Software Engineer,Git|Terraform|Azure|C#|Kafka|Agile|Spark|Go|Problem-Solving|R,Master,Generic State University 75,Generic Tech Co 86|Generic Tech Co 100|Generic Tech Co 28|Generic Tech Co 27|Generic Tech Co 94,PCI-DSS,C1,83711.36840411316,Tokyo,,100,2023-02-11
21900,7.0,Solutions Architect,JavaScript|YAML|Docker|TypeScript,High School,Generic State University 71,,,C1,99135.24924027457,Vancouver,Yes,70,2022-06-13
21901,,Principal Engineer,Grafana|CSS|Vue|LightGBM|NumPy|SQL|Kubernetes,Master,Generic State University 53,,Terraform-Associate|Docker-Certified|AWS-DOP,B1,82340.19518691885,Seattle,No,75,2020-04-07
21902,0.0,Junior ML Engineer,JSON|C#|PyTorch|Next.js|Airflow|MongoDB|LightGBM|PostgreSQL|NumPy|Spark|Problem-Solving|Nginx,Master,Generic State University 67,Generic Tech Co 3|Generic Tech Co 13,,A2,27385.809684485466,Istanbul,,89,2021-01-04
21903,13.0,Software Engineer,Python|XGBoost|Communication|Django|MySQL|Go|PySpark|HTML,Master,Generic State University 26,Generic Tech Co 19|Generic Tech Co 93|Generic Tech Co 31|Generic Tech Co 36|Generic Tech Co 94|Generic Tech Co 82,Kubernetes-CKA,Intermediate,160986.42106223528,Berlin,Yes,100,2023-09-13
21904,5.0,Senior Backend Developer,Angular|Python|SASS|Docker,Master,Generic State University 8,Generic Tech Co 72|Generic Tech Co 82,AWS-DOP,B2,106488.13580067584,Berlin,No,100,2023-01-24
21905,5.0,Frontend Developer,Python|FastAPI|RabbitMQ|MongoDB|Vue|HTML,Master,,Generic Tech Co 46|Generic Tech Co 32|Generic Tech Co 31|Shopify|Generic Tech Co 44|Generic Tech Co 72,,A1,65187.437110937935,Isfahan,Yes,75,2024-02-12
21906,11.0,Frontend Developer,MongoDB|Flask|Webpack|Ansible|NumPy,Bachelor,Generic State University 8,Generic Tech Co 26|Generic Tech Co 46|Generic Tech Co 93|Generic Tech Co 78|Generic Tech Co 9|Generic Tech Co 90,GCP-PCA,,128246.63091373135,Berlin,,91,2023-06-16
21907,4.0,Lead Architect,Terraform|CICD|Grafana|Webpack|GitLab-CI,Master,Generic State University 29,Snapp|Generic Tech Co 87|Generic Tech Co 19,PMP|Agile-Certified|AWS-SAP,A1,89513.04313147279,Vancouver,No,100,2023-12-11
21908,3.0,ML Engineer,JavaScript|Terraform|Python|Airflow|Ansible|SASS|TypeScript|Redis|Go|GitLab-CI|Linux|Vue,Bachelor,,Digikala|Generic Tech Co 52|Generic Tech Co 43,,A1,68637.14915907946,Tehran,No,75,2023-09-28
21909,8.0,Backend Developer,Grafana|Airflow|Jenkins|Svelte|Pandas|LightGBM,High School,Generic State University 63,Generic Tech Co 100|Generic Tech Co 63|Generic Tech Co 91|Generic Tech Co 13|Generic Tech Co 1,Azure-AZ305|CEH|Docker-Certified,B2,116687.60249783915,Munich,No,100,2020-08-22
21910,7.0,Tech Lead,TensorFlow|Redux|C#|RabbitMQ|Flask|Svelte|YAML,Master,Online University U,Generic Tech Co 68|Generic Tech Co 33|Generic Tech Co 85|Generic Tech Co 16|Generic Tech Co 9,,B1,126446.77244462908,Amsterdam,No,85,2023-12-28
21911,,Director of Engineering ,Redux|Terraform|Tailwind|Pandas|Kubernetes,Bachelor,Generic State University 71,Generic Tech Co 26|Generic Tech Co 30|Generic Tech Co 15|Cafe Bazaar|Generic Tech Co 95|Generic Tech Co 11,Azure-AZ305|Azure-AZ900|Scrum-Master,A1,112503.68149552237,Dubai,Yes,91,2020-06-01
21912,0.0,Senior Frontend Developer,Python|Kafka|FastAPI|Pandas|LightGBM,Bachelor,Generic State University 50,,,A2,29527.137091902518,Vancouver,,75,2023-05-17
21913,4.0,Senior Backend Developer,Redux|Python|Azure|PyTorch|Tableau|Airflow|Tailwind|CSS|MySQL|TypeScript|GitLab-CI,Master,Generic State University 43,Snapp|Generic Tech Co 6|Generic Tech Co 25|Generic Tech Co 69,Azure-AZ305|PCI-DSS|AWS-DOP|Scrum-Master,,101535.09184817036,Munich,No,87,2022-05-27
21914,,Junior Data Analyst,JavaScript|Tableau|Next.js|Tailwind|dbt|XGBoost|Angular|SASS|Redis,Bachelor,,,GCP-PCA|Azure-AZ305|AWS-DOP,C2,89920.05643340043,Austin,,63,2024-02-26
21915,12.0,Junior Web Developer ,Svelte|JavaScript|Terraform|Linux,Bachelor,Generic State University 13,Generic Tech Co 84|Generic Tech Co 80,Docker-Certified|Azure-AZ104,Beginner,144746.76428557208,Isfahan,,100,2023-06-06
21916,4.0,Senior Backend Developer,TensorFlow|Grafana|FastAPI|Node.js|Webpack|Linux|Angular|Go|Problem-Solving|Testing|Kubernetes|AWS,Bachelor,Generic State University 20,Generic Tech Co 27|Generic Tech Co 13|Generic Tech Co 87,Agile-Certified,B2,68175.60688457765,London,Yes,96,2023-07-19
21917,3.0,CTO,Tailwind|FastAPI|RabbitMQ|Node.js|Docker|Go|Spring|Vue|SQL,Master,,Generic Tech Co 15|Generic Tech Co 100|Generic Tech Co 31|Generic Tech Co 21|Generic Tech Co 36|Generic Tech Co 37,CFA|AWS-DOP|Azure-AZ104|CISSP,B2,94069.14100002863,Boston,,91,2020-09-29
21918,,Solutions Architect,Angular|LightGBM|Prometheus|Jenkins,Bachelor,,,,A2,67100.4744149278,Tehran,Yes,50,2023-03-08
21919,4.0,Software Engineer,TensorFlow|Redux|Python|Svelte|Go|SQL|Kubernetes,High School,Sharif University of Technology,,,A2,108430.73625914086,Remote,No,73,2021-05-08
21920,1.0,Senior Software Engineer,TensorFlow|JavaScript|Webpack|Angular|Redis|Spring|TypeScript|R,Bachelor,Generic State University 55,Generic Tech Co 49|Generic Tech Co 22,,C2,45902.26484035399,New York,Yes,86,2023-03-01
21921,6.0,Senior Full Stack Developer,Python|Agile|C#|Grafana|Power BI|Ansible,Master,Generic State University 42,Generic Tech Co 24|Digikala|Generic Tech Co 32|Generic Tech Co 60|Generic Tech Co 13,CFA|Terraform-Associate|AWS-DOP,C1,107332.26697558936,Sydney,,100,2021-07-08
21922,7.0,Senior Data Scientist,Terraform|Grafana|Express|Java|Pandas|R,PhD,Online University O,Generic Tech Co 24|Generic Tech Co 77|Generic Tech Co 6|Generic Tech Co 65,Kubernetes-CKAD|Scrum-Master|PMP,B2,93519.00983405569,Singapore,No,100,2022-06-16
21923,11.0,Software Engineer,JavaScript|Tableau|MongoDB|Power BI|Spring|LightGBM|PySpark,Bachelor,Generic State University 8,,,A1,138879.22076081726,Austin,No,74,2020-08-30
21924,0.0,Data Analyst,Scikit-learn|Azure|HTML|Airflow,Bachelor,Harvard University,Generic Tech Co 5,,B1,41974.02742246075,Mashhad,No,88,2020-10-03
21925,7.0,Database Administrator,PyTorch|RabbitMQ|Docker|CSS|Svelte|XGBoost|Angular|TypeScript|Kubernetes,Master,Generic State University 71,Generic Tech Co 79|Generic Tech Co 17|Generic Tech Co 61|Generic Tech Co 69,,A2,93736.71588618676,Qom,,91,2021-05-06
21926,13.0,CTO,RabbitMQ|Flask|Power BI|Angular|Redis|Linux,Bachelor,Generic State University 35,Generic Tech Co 99|Generic Tech Co 8|Generic Tech Co 40|Generic Tech Co 96|Generic Tech Co 21,,B1,155055.89098930403,Hamburg,Yes,86,2023-08-13
21927,12.0,Data Scientist,MongoDB|Flask|Docker|TypeScript|Kubernetes,Master,,Generic Tech Co 26|Meta|Generic Tech Co 90|Generic Tech Co 31,CEH|Kubernetes-CKA|AWS-SAP,C1,119857.22218897188,Manchester,No,86,2022-11-16
21928,14.0,Senior Full Stack Developer,R|PostgreSQL|dbt|Svelte|Communication|LightGBM|SQL|PySpark|AWS,Bachelor,Generic State University 78,Airbnb,,A1,187909.56443178808,Amsterdam,Yes,87,2020-04-25
21929,15.0,Senior Frontend Developer,Python|Azure|Tableau|HTML|Jenkins|Spring|Scikit-learn|NumPy|SQL|Kubernetes,Master,Online University P,,,C1,170458.02713983247,San Francisco,,75,2023-10-21
21930,5.0,Senior Backend Developer,Grafana|MongoDB|Docker|Communication|Pandas|Spring|GitLab-CI|YAML|Kubernetes,Bachelor,Generic State University 12,,,B2,116652.8576865186,Tehran,No,73,2023-01-16
21931,8.0,Lead Architect,JavaScript|CICD|Node.js|RabbitMQ|HTML,Bachelor,Online University Q,,GCP-ACE,C1,96985.88856297376,MASHHAD,No,85,2020-06-04
21932,,Junior Backend Developer,TensorFlow|Python|Airflow|Power BI|MySQL|Vue,Master,Generic State University 69,,,A1,89517.21863882979,Remote,No,61,2020-05-09
